Categorie;Email
Openbare Ruimte;Geen drinkwater bij Amsterdam Dance Event op locatie NDSM-terrein bij festival Dockyard.Dat het in de vergunningsaanvraag moet staan om de organisatie te verplichten drinkwater aan te bieden.
Basisinformatie;Er was op het evenement Dockyard tijdens Amsterdam Dance Event geen drinkwater van de tap voor de mensen. Niet eens water om je handen te wassen. Voor de circa 5000 mensen die er waren (als het niet meer is) was er een pompje zeep, en dat was het.Gaan praten met de ondernemer die verantwoordelijk was voor dit feest, en bij de volgende keer dat ze dit willen organiseren, geen vergunning afgeven indien ze echt genoeg watertaps hebben geregeld!
Openbare Ruimte;Ik liep op de pond langs een nep agent in een stad toezicht iniform en stoten hem aan op de boot, want ze stonden met ze 6e een bon te schrijfen hij gaf me een harde duw terwijl ik met mijn scooter de pond afliep en begon me voor kanker mafkees uit te schelden !! Wat een stelletje idioten hebben jullie in dienst...mannetjes van 59 in een midlife crisis die niet snappen hoe ze met mensen moeten omgaan...Die nep agenten van de straat halen, kost mij aleen maar belasting....
Parkeren;Geachte dames en heren,<br />Gisteren ging ik solliciteren voor de functie  Klantenservice medewerker gemeente Amsterdam ( voor 20 werkuren) via Manpower. Ik moest voor de eerste ronde een formulier met een test invullen, maar kreeg onmiddellijke een bericht dat de formulier al ingevuld was. Na het bellen met een medewerkster van de Manpower bleek dat ik afgewezen werd, vanwege een uitslag van drie maanden geleden. Drie manden geleden solliciteerde ik voor dezelfde functie. Ik vindt het onredelijk dat u een sollicitatie afwijst op grond van een uitslag van het verleden. In drie maanden kunnen verschillende ontwikkelingen plaats vinden bij elke mens en ik vindt dat als u uw sollicitatieprocedures aan uitzendorganisaties uitbesteed , toch dit aan uw bemiddelende organisaties duidelijk moet makenZeker!
Openbare Ruimte;10 Juni heeft mevr. Steiger een klacht ingediend over een medewerker bij de bestuursdienst hierover heeft zij gesproken met mevr. Carla Mulder vervolgens zou er een gesprek komen tussen mevr. en iemand van de afdeling klachtenafdeling. Mevr. Steiger hierna niets meer vernomen.Mevr. wil dat er snel en accuraat met klachten omgegaan wordt. Mevr. wacht al vanaf 10 juni op antwoord dit vind zij te lang.
Parkeren;Er was geen gratis drinkwater te krijgen bij het Awakenings Festival in de gashouder (Westerpark). Dit in strijd met de voorwaarden van de afgegeven vergunning. Als blijkt dat er wel gratis drinkwater werd verstrekt dan is dat niet (of zeer onduidelijk) aangegeven.Gaarne bij de organisatie van festivals gratis drinkwater afdwingen of prijsafspraken maken m.b.t. de kosten van flesjes water
Belasting, Werk en Inkomen;Waarom ik zou worden moeten worden bekeurd voor het met de de fiets oprijden naar de pontIn behandeling gaat nemen en mij mijn fiets terug geeft, welk een waarde heeft van € 3500,--
Parkeren;Ik was bij love land tijdens het ADE event. Allereerst waren hier geen waterkraantjes om je handen te wassen na het plassen. En omdat er alleen dixies stonden met een horde aan zwetende mensen is dit alles behalve hygienisch te noemen. Daarnaast kon water alleen aan de bar besteld worden voor 2 muntjes voor 1 flesje van 0.75L water. 2 muntjes staat gelijk aan 5,00. Met name bij een heet dance event, drukte, vele mensen erg vervelend en duur voor de bezoekers die ruim afdoende betalen voor hun entree bewijs en water voor iedereen toegankelijk zou moeten zijn.Zorgen dat bij grote dance events water voor iedereen beschikbaar is.
Basisinformatie;Er wordt opgeroepen om te klagen wanneer er geen drinkwater beschikbaar was op evenementen die aan het Amsterdam Dance Event verbonden waren. Dat stond op uw website (http:<wbr />/<wbr />/www.amsterdam.nl<wbr />/@850697<wbr />/klachten-watergebrek<wbr />/).<br />Volgens het 'draaiboek evenementen', van de Bestuursdienst, Directie Openbare Orde en Veiligheid, is dat ook verplicht.<br />Op zich vind ik dat een goede zaak, maar waar ik mij wel aan stoor is het volgende: De mensen gaan er wel vrijwillig naartoe. Als het publiek besluit om niet te komen, dan zullen organisaties vanzelf besluiten om dingen beter aan te pakken. Het belang van gratis water is er vooral voor mensen die drugs gebruiken. Natuurlijk is het goed om die mensen er toe te bewegen dat ze zo gezond mogelijk drugs gebruiken.<br />Het stoort mij dat mensen die onder invloed willen zijn weer eens in de watten worden gelegd. Eigenlijk zou het zo moeten zijn dat mensen die gewoon nuchter willen blijven eens aandacht krijgen.<br />Ik ben overigens niet helemaal anti-drugs.Er zou aan voorlichting gedaan moeten worden om horeca-ondernemers en feestorganisaties er toe te bewegen om het publiek nuchter te houden. Om te beginnen moet het aantrekkelijker worden om zonder alcohol uit te gaan. Alcohol is toch de eerste stap in het gebruik van verdovende middelen. Het moet de norm gaan worden dat alcoholvrije dranken (en daarmee bedoel ik niet zo zeer de traditionele cola, sinas en gelijksoortige dranken, maar veel meer hippe echt smaakvolle, 0%-dranken) veel prominenter 'op de kaart' komen te staan. Het is eigenlijk belachelijk dat er vaak al niet eens een fatsoenlijk 0%-bier verkrijgbaar is.<br />Daar is echter voorlichting voor nodig want de horeca is een conservatieve sector die daarbij wel een duwtje in de rug kan gebruiken. Als tegenprestatie zouden ondernemers die zich inzetten voor nuchter uitgaan privileges kunnen krijgen.
Parkeren;Ik heb er lang over nagedacht of ik deze klacht<wbr />/bezwaar bij de verschillende instanties zou indienen en besloten om mijn stem nu toch eindelijk eens te laten horen, omdat 1 vd peilers van onze democratie steeds met voeten wordt getreden. 1 van die peilers vd democratie is het recht vd meerderheid waarbij de minderheid een beslissing<wbr />/mening vd meerderheid respecteert. Zeker als er verder geen regels overtreden worden. Daarom maak ik bezwaar tegen de beslissing vd gemeente Amsterdam om de intocht van Sinterklaas met zijn Zwarte Pieten, een eeuwenoud Hollands feest, ten gunste van een handjevol personen aan te passen en daarmee deze oude Hollandse traditie te grabbel gooit. Daarmee ondermijnt de gemeente Amsterdam de genoemde peiler vd democratie. En dat alleen vanwege een maatschappelijke discussie die er gaande zou zijn. Die discussie gaat alleen maar over het feit dat bijna 90% van de bevolking het belachelijk vindt dat er uberhaupt discussie is.<br />De intocht van Sinterklaas en ZWARTE Piet laten zoals die altijd geweest is en niet de minderheid over de meerderheid laten regeren.
Belasting, Werk en Inkomen;Bij het Amsterdam Music Festival tijdens de ADE week, op zaterdag 18 oktober, was het drinkwater in minstens twee damestoiletten afgesloten. Dit evenement vond plaats in de ArenA. Het gaat om de toiletten direct naast de VIP sectie. Hierdoor was het onmogelijk handen te wassen of water te drinken uit de kraan.Gezien de gevaarlijke situatie zou het prettig zijn dat er controle komt of er daadwerkelijk stromend water aanwezig is op dit soort grote evenementen. Ik vind het absoluut ontoelaatbaar dat er geen water is om de handen te wassen na een wc-bezoek. Dit was alleen mogelijk door een flesje water te kopen a 4 euro per stuk.
Basisinformatie;Er was - in strijd met de regelgeving van de gemeente Amsterdam - geen tappunt voor drinkwater aanwezig op het Thuishaven festival (ik was er op 19 oktober). Het water bij de WC was vermengd met zeep. Flesjes water werden verkocht voor 3,75 per stuk.Controle tappunten festivals.
Openbare Ruimte;Op het ADE - Thuishaven Wintercircus bij Sloterdijk op 17-18-19 oktober, was er geen enkel tappunt voor gratis water. Het kraanwater bij de toiletten was ten eerste niet gratis, omdat er €2,50 betaald moest worden voor toiletgebruik, ten tweede hadden ze het water met veel zeep gevuld.Strenger optreden de volgende keer, of het festival Thuishaven een boete geven. Het is gevaarlijk, vooral als de zon schijnt en het erg warm is! Een flesje water kostte €3,75!!! Dat is een belachelijk hoge prijs voor een beetje water. Een slokje kraanwater met zeep maakt het nog erger.
Openbare Ruimte;Op zaterdag 18 oktober was ik voor ADE naar het feest DGTL op het NDSM<br />werf in A'dam Noord. Ook ik wil mijn beklaag doen over het drinkwater.<br />Er was geen gratis drinkwater. Er was zelfs geen kraan bij het toilet om<br />je handen te wassen! Waarschijnlijk uit 'bangheid' dat je dan je flesje<br />water kon vullen. Belachelijk!Aanpakken voor volgend jaar.
Basisinformatie;Zowel ik als een andere collega taxichauffeur proberen op 2 oktober 2014 om 17:00 het stationsplein op te rijden. We staan beide in de rij om uiteindelijk aan te sluiten op t station. Mijn collega reed voor mij. De verkeersregelaar geeft aan dat er geen plek is en dat mijn collega dus door moet rijden. Mijn collega was gedwongen eerst te wachten voor overstekend verkeer voor hij deze aanwijzing kon volgen. Toen eenmaal iedereen overgestoken was, bleken er voldoende standplekken te zijn. Mijn collega wilde daarom alsnog op de standplaats rijden o.a. om de doorstroming van het verkeer te bevorderen. <br />Mijn collega en de verkeersreglaar raakten door deze keuze in gesprek. De verkeersregelaar was van mening dat mijn collega de aanwijzingen gewoon had moeten opvolgen. <br /><br />De toezichthouder die dienst deed kwam toevallig aanrijden. Deze collega moest plots van deze toezichthouder naast het station parkeren om hem te beboeten. Hierdoor kon ik wel op de standplaats rijden... Zie bijlage!!Toezichthouder R. Mahangier heeft mij onterecht een boete gegeven voor het niet voldoen aan zijn aanwijzingen. Ik wil dat de gemeente onderzoek pleegt naar het handelen en de moverende redenen van de toezichthouder om mij deze boete te geven. Daarnaast wil ik meer informatie om uiteindelijk ook bij het CJIB in verzet te kunnen gaan tegen de boete van 377,-
Openbare Ruimte;Wij komen altijd graag vanuit Den Helder naar Amsterdam, zeker ook naar de Museumnacht.<br />De vraag: hoe is het mogelijk dat de afstemming tussen het houden van deze Museumnacht en de Haloween-avond zo dramatisch heeft uitgepakt gisteravond?<br />Doordat “Haloween” de Dam volkomen vastzette, was er tot tien uur <wbr />/ half elf totaal geen tramverkeer mogelijk.<br />Gratis vervoer van het ene naar het andere museum (sterk onderdeel van de “nacht”) was derhalve gedurende vele uren onmogelijk.<br />Ik meld dit m.b.t. tot de Museumnacht, maar het heeft heel veel inwoners en toeristen behoorlijk parten gespeeld.<br /><br />m. vr. gr.     Henk Mosk <wbr />/ Den Helder
Openbare Ruimte;kl  kwam om 1345  zonder fiets  met kinderen   om te vragen tot hoelaat je de fiets kan laten graveren  dit kon tot half  vier<br />kl naar huis   zijn fietsen halen  en hij komt daar om 1445  en werd weggestuurd omdat er een te lange rij stond.<br />reden hier van was dat ze om 1530  dicht gaan  zeiden dit niet vriendelijkde heren er opaanspreken   dat ze vriendelijker  moeten zijn en dat ze  duidelijker moeten zijn  over de openingstijden <br />
Openbare Ruimte;begin oktober allerlei kopieeren gestuurd postbus 58010 dat staat ook keurig in het aanvraag formulier dat als ik niet in de gelegenheid zou zijn om het te kunnen inscannen dat ik het dan per post zou kunnen opsturen. Gebeld met de gemeente amsterdam op 28 oktober, daar zouden ze uitzoeken waar de brief was gebleven want ik wilde alleen maar een bevestiging hebben dat de brief ontvangen zou zijn. En daar zou ik over terug gebeld worden. en op 30 oktober heb ik iemand van de Subsidie afdeling gesproken die zou mij binnen 48 uur terug bellen nu wist ik dat dat niet zou kunnen want na 3 dagen zou dat vallen op een zaterdag dus ik wachtte het na het weekend nog even af maar ik heb nog steeds niets gehoord tot op heden. de dame van de Subsidie afdeling zou een mail sturen naar de juiste persoon.Dat ze mij laten weten of de brief is ontvangen en of ik verder nog iets moet opsturen of iets moet doen. En dat zij mij graag even telefonische benaderen hierover.
Openbare Ruimte;buitenproportioneel aangepakt , zie 2 bijlages , text bijlage en foto bijlageboete ongedaan maakt
Parkeren;Op 4 of 5 november fiets ik vanaf de Nieuwe Spiegelgracht rechtsaf de Zieseniskade op en steek dan bij het Kruispunt met de Leidsekruisstraat rechtdoor naar het Kleine Gartmanplantsoen, vlak voor de Pathe-cinema langs. Daar word ik staande gehouden door enkele mensen van Handhaving (die stonden achter een container) omdat ik daar niet mocht fietsen. Nu is er schijnbaar een bord daar ergens, maar het pad daar is rood geverfd, net als alle fietspaden in Amsn links kan komen op die kruising.Luisteren naar mijn verhaal en serieus nemen en zorgen, dat de onduidelijke situatie daar wordt weggenomen door bv kleur weg te veranderen en verder natuurlijk mijn te verwachten bekeuring verscheuren.
Basisinformatie;Mevrouw Esther Moors OBA is nooit bereikbaar. Inzake vragen over IJburg kafels.Zorg voor dragen dat men bereikbaar is<wbr />/ tijdig reageren.
Openbare Ruimte;Ik woon op de Ferdinand Bolstraat 123H. 35 meter van de bouwplaats af voor de Noord Zuidlijn. Ik ondervind al jarenlang veel hinder en mijn woongenot is aangetast. Ik heb jaren gelden een aanvraag ingediend voor een vergoeding waar je als omwonende van de bouwplaats binnen een straal van 50 meter recht op hebt. Deze aanvraag is afgewezen. Het jaar daarop krijgf ik een aanvraag formulier toegestuurd, deze werdt wederom afgewezen, ik zou te ver van de bouwplaats wonen. Sinds 2010 hebben ook de zijstraten recht op een vergoeding en ik niet. Ik kijk uit op de bouwplaats, het geluidsoverlast is niet ok meer en mijn ramen zijn zo vies! ik woon op 5 hoog boven de winkels dus glazenwasser komt daar ook niet gemakkleijk bij. Zerlf lappen aan de buitenkant is gevaarlijk. Ik heb nu jarenlang alleen contact met mevrouw Anna Klaassen gehad. Ik kom niet verder bij haar. Op de site van de gemeente staat duidelijk aangegeven dat ik recht heb op een vergoeding maar mevrouw Klaassen blijft erbij.Uitzoeken waarom ik volgens mevrouw Klaassen geen trecht op vergoeding heb terwijl dat wel op de site staat aangegeven.
Basisinformatie;Sinds de nieuwe dienstregeling vanaf de zomer vaart op in de A'dam CS - NDSM veerdienst een oude en kleinere pont mee. En daarmee komt het regelmatig voor dat in de spits de pont zo vol zit dat niet iedereen mee kan. En met de toename van bedrijvigheid, cultuur, horeca en toerisme wordt dit alleen maar erger. Al sinds de zomer heb ik hierover een aantal klachten richting GVB gegeven. Sinds gister heb ik eindelijk een reactie terug gekregen en daarin wordt aangegeven dat deze situatie tot december zo is. En dat daarna in overleg met DIVV opnieuw naar de situatie gekeken zal worden.Aangezien de gemeente blijkbaar opdrachtgever maar ook belanghebbende is, verwacht ik dat zij voor een oplossing gaan zorgen. Dat kan zijn de grote normale pont terug brengen op deze lijn en<wbr />/of voor een frequentere veerdienst zorgen.
Openbare Ruimte;Op 19 julie heb ik een klacht ingediend bij stadstoezicht. Op 30 oktober krijg ik een officieel besluit van mijn klacht. In de tussentijd heeft de klachtbehandelaar er naar mijn idee alles aan gedaan om deze klacht niet officieel te behandelen (zoals mijn nadrukkelijk wens blijkens de bijlage!). Ook heeft de klachtbehandelaar vervolgens getracht om ' de oorzaak' voor het niet afhandelen van mijn klacht  in mijn schoenen te schuiven.<br />De klachtbehandelaar stelt zelfs mijn dossier gesloten te hebben, zonder mij hierover te informeren (of hierin consensus te zoeken). En ook nadat ik op 27 augustus om formele afhandeling vraag blijft het dossier blijkbaar gesloten, want klachtbehandelaar krijgt mij maar niet te pakken telefonisch!! Later heeft deze klachtbehandelaar aangetoond wel degelijk te kunnne mailen.....<br />Naast dat ik totaal niet tevreden ben over afhandeling van mijn klacht (die in mijn ogen maar even snel erdoorheen is gejaagd) ben ik nog minder tevreden over de behandeling daarnaIk wil de ware toedracht en oprechte excuses. Ook wil ik graag zien dat deze klacht wel correct (formeel!!!!!) wordt afgehandeld, dat zou alvast een begin zijn....
