Categorie;Inhoud 1;Inhoud 3
Basisinformatie;Vanochtend wilde ik een kapotte stofzuiger en zakken met houtkrullen inleveren op het depot Seinweg. Ik kom daar geregeld omdat het tussen mijn huis in de Jordaan en mijn kantoor op de thgeemsweg ligt. Ik ga gewoonlijk op de motor of de;Zorgt dat het de inwoners op een normale manier mogelijk wordt gemaakt om zich op een milieuverantwoorde wijze van hun huisvuil te kunnen ontdoen. Ik probeer via 14020  ik zit inmiddels 14 minuten aan de telefoon en er wordt geweigerd om me door te verbinden met de beleidsmedewerker stadhuis die over de stadsreiniging gaat. ik krijg allemaal gelul te horen van 14020 maar ik kom niet verder. Dus de klacht wordt alleen maar groter en het kost mij alleen maar meer tijd. Nu zoekt mevrouw 14020 naar de spelregels maar ze kan haar computer niet openen de regels zijn geblokkeerd. Zand en klei gaat ze voorlezen maar daar vraag ik toch verdomme niet om. Eindelijk als ze nergens door komt vraagt ze me wat ik wil dat ze doet waarna ik herhaal wat mijn vraag was contact met een beleidsmedewerker stadsreiniging stadhuis. Hierna komt ze met de oplossing dat ze me in contact zal brengen met de heer Wildenburg maar ik begrijp zeker wel dat het vrijdagmiddag is en hij er niet meer is???? Wordt vervolgd
Basisinformatie;Geen kraanwater tijdens ADE.;
Basisinformatie;Ik had een busje en hulp geregeld voor het vervoeren van zware grote spullen uit mijn box, er was geen parkeerplaats vrij in de buurt, dus het enige wat erop zat was de kleine zijstraat van de Borneolaan, waaraan mijn box ligt in te rijden. Ik zag een medewerker van handhaving en ging naar hem toe om het toch even te bespreken. Hij was voor geen rede vatbaar. Wilde een document zien met mijn adres erop, en omdat mijn woonhuis in een andere straat ligt dan de box, waar ik ook niets aan kan doen, was dit volgens mij niet waar en kreeg ik een boete. Hij was voor geen rede vatbaar. Zie verder mijn uitgebreide brief (als er nog ruimte is om die toe te voegen);Ik vind excuses op zijn plaats, misschien ook een compensatie voor de tijd en ergernis die me dit kost en de medewerkers van handhaving zouden zich in de toekomst anders moeten gedragen.
Basisinformatie;Gaat over de gratis waterregel. Moest 30 euro betalen voor water. Ging ADE Feest Dockyard.;nvt
Basisinformatie;Het gaat om het plaatsen van balkons.;Ik wil dat de gemeente uitlegt waarom een aantal jaren geleden onze aanvraag voor balkons is afgewezen ( reden
Basisinformatie;Festival Dockyard Er was geen drinkwater beschikbaar. Alleen bij de bar voor 5 euro per flesje.;Intrekken van vergunning vindt mevr radicaal, maar in het vervolg genoeg waterkranen voor drinkigebruik.
Basisinformatie;Op het ADE op 2 locaties,  was onvoldoende drinkwater aanwezig!;Wat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Basisinformatie;Er was geen gratis drinkwater te krijgen bij het Dockyard Festival. Dit in strijd met de voorwaarden van de afgegeven vergunning. Als blijkt dat er wel gratis drinkwater werd verstrekt dan is dat niet (of zeer onduidelijk) aangegeven.;Gaarne bij de organisatie van festivals gratis drinkwater afdwingen of prijsafspraken maken m.b.t. de kosten van flesjes water
Basisinformatie;Geen gratis waterpunt tijdens ADE in de arena mrt het AFM evenement;volgens de evenementen vergunning moeten er gratis watertap punten zijn 1 per 1500 bezoekers er waren hier over de 30000 bezoekers en geen watertap punten<br />De gemeente moet een hoge boete opleggen aan de ADE organisatie
Basisinformatie;fietsgraven  in oost op 29-10-2014<br />Domselaerstraat<wbr />/Muiderpoortstation <br />  kl kwam om 1345 zonder fiets met kinderen aan om te vragen tot hoelaat dit kan <br />dit kan tot 1530  kl komt om 1445  en kl werd niet meer geholpen   reen we gaan dicht   <br /><br />medewerker   wilde graag naar huis;deze mensen er op aanspreken   dat ze tot 1530 werken <br /> medewerker wilde zijn naam niet geven kl heeft wel een foto
Basisinformatie;Sinds een tijdje geleden zijn een nieuwe stel komen wonen onder ons in het flat. Het zijn aso buren. Communiceren met hun op een fatsoenlijke en respectabel manier is onmogelijk. Een voorbeeld ervan is het volgende. Ze wonen dus op de begane grond. Iemand komt via de achterdeur binnen en begint keihard op de deur te kloppen en te schreeuwen. Opeens het grote kabaal te horen, gaat mijn moeder via de balkon checken wat er aan de hand was. Blijkt het de broer van de zus te zijn die onder ons woont. Mn moeder zegt dus, waarom probeer je het niet via de voordeur zoals elke normaal persoon zou doen. Misschien zijn ze niet thuis. Van zoiets wordt ze direct beledigt met grof en vieze taalgebruik. Dan komt de man van de stel en begint mn moeder ook uit te schelden en te bedreigen. Heb de politie erbij betrokken, en ze adviseerde het systeem beter buren te gebruiken. Dit systeem is alleen van toepassing als er een beter omgang tussen beide partijen kan plaatsnemen. Dit werkt niet met aso buren.;De antenne weg laten halen. Volgens https:<wbr />/<wbr />/www.omgevingsloket.nl<wbr />/, is voor de installatie een vergunning nodig. Ten tweede gaat het om een antenne dat meer dan 5 meter is. Ook is het volgens http:<wbr />/<wbr />/www.rijksoverheid.nl<wbr />/onderwerpen<wbr />/antennes<wbr />/plaatsing-van-antennes-en-inspraak, zo dat er eerst inspraak met andere huurders worden besproken voordat het geplaats wordt. Dit is niet gedaan. Hoop dat de gemeente meer kan doen dan rochdale of de politie.
Basisinformatie;Deze klacht gaat over het niet aanwezig zijn van gratis drinkwater tijdens Dockyard Festival ADE editie op zaterdag 18-10-2014. Voor aanvang van ADE werd er nadrukkelijk vermeld dat er gratis drinkwater aangeboden zou worden tijdens de verschillende festiviteiten, vandaar dat ik er tijdens Dockyard nog wat meer op heb gelet dan normaal. Bij de toiletten was er sowieso geen stromend water, vandaar dat ik naar de toiletten van Pllek ben gelopen om mijn glas bij te vullen, deze waren echter gesloten voor het festivalpubliek. Aan de bar van Pllek werd mij ook geen water gegeven, terwijl het water constant uit de kranen stroomde en de organisatie zelf vrolijk hun glazen stonden te vullen. Ik werd daar doorverwezen naar de EHBO voor gratis drinkwater. Daar trof ik echter medewerkers met dezelfde verbazing als ik: geen drinkwater. De medewerker van de EHBO vertelde mij dat zij in geval van nood niet eens de mogelijkheid hadden om iemand een aspirientje te kunnen geven, belachelijk.;De organisatie van Dockyard moet worden aangesproken naar aanleiding van deze tekortkoming. Er wordt flink betaald voor een toegangskaartje, het miste dat ze kunnen doen is het verschaffen van stromend water.
Basisinformatie;Melding van ontbreken gratis drinkwater tijdens ADE bij het festival DGTL Paradise. Zelfs toen we met muntjes wilden betalen, maar een half muntje te kort kwamen en aangaven dat we toch gewoon water moesten krijgen kregen we het niet.;Maatregelen nemen om te zorgen dat er voortaan wel gratis drinkwater beschikbaar is op dit soort festivals
Basisinformatie;ADE, Ik heb 2 feesten bezocht. King of ace in de rai en Wintercircus vlakbij station Sloterdijk. In de Rai werd er niet gefouilleerd, de muziek stond te har ( oordoppen gekocht bij de ehbo was niet uit te houden) en geen gratis drinkwater punten. Daarnaast was de toiletvoorziening slecht geregeld. Je werd verdrongen om bij de toiletten te komen en bij het verlaten hetzelfde verhaal. Bij het andere feest wintercircus was er geen gratis drinkwater. Water bij de toiletvoorziening was vermengd met zeep.;Bij het feest in de Rai op 17-10-2014 voelde ik me niet fijn. Dat heeft te maken door het ontbreken van het fouilleren van de bezoekers in combinatie met de te harde muziek en de verdringing  bij de toiletten
Basisinformatie;Gebrek aan drinkwater ADE: <br />Op het docyard festival was geen gratis drinkwater, ook niet bij de toiletten. <br /><br />Ook was het lastig betaald water te krijgen. De horeca gelegenheid 'Plek' (op het festival terrein) verkocht geen alcohol. Ik bestelde daar een Spa blauw en een Spa rood en die mochten zij niet verkopen. Ook een glaasje water kreeg ik niet, alleen koffie of thee. Voor water moest ik bij de bar zijn in de grote tent. Ook de eettentjes die buiten stonden verkochten geen drinken of hadden geen water. <br /><br />De bar in de grote tent, was diagonaal aan de andere kant dan de ingang. Dit hield in dat we eerst over de dansvloer moesten voordat we bij de bar kwamen. Iedereen stootte tegen je aan. Je kon een flesje water kopen, zonder dop. Je moest vervolgens met je drankjes weer door de menigte en verloor de helft.;
Basisinformatie;De klacht gaat over het Amsterdam Dance Event. <br /><br />Bij Kings of Ace in de Amsterdam Rai waren er voor alle bezoekers maar 4 kraantjes aanwezig, die ergens halverwege de avond doorbovenop ook nog leeg waren. Het waren kraantjes waar je met je voet moest pompen, maar dat pompen ging zo traag dat er bijna niet van te drinken viel.;Zorgen dat er bij volgende dance feesten wel genoeg water aamwezig is.
Basisinformatie;Ik ben langer dan twintig jaar docent bij de Stichting CREA. Deze sticting wordt grotendeels gesubsidieerd door de Univ. van Amsterdam.  Terwijl deze stichting mij in al die jaren geen contract heeft gegeven komen ze er nu met een contract voor bepaalde tijd die volstaat met zeer ongustige voorwaarden. Ik zou graag een uitspraak hebben van de ombudsman inzake de  rechtsgeldigheid en de vraag of er sprake is van goed wergkgeversschap.( Ik neem aan dat gezien de UvA hoofdfinancieerder is van CREA en de UvA door de Gemeente gesubsidieerd wordt dat formeel gezien mijn klacht door de Gemeente in behandeling dient te worden.);Het bestuur van deze stichting tot de orde roepen en de organisatie tevens doorlichten op het punt van rechten en plichten van de werknemers. Zelfs zou de vraag aanbod moeten komen omtrenthet gebrek aan een ondernemingsraad.
Basisinformatie;de klacht is dat ik als een stuk vuil<wbr />/dier wordt aangesproken door een taxihost genaamd ype.<br />hij was mijn kenteken aan het noteren en ik vroeg beleefd wat de beweegreden daar van was.<br />en hij antwoordde op een toon die gebruikt als je boos bent op een  dier van 'jij moet niet praten'!! etc etc<br />ik wil als een normaal mens behandeld worden zoals ik ook andere mensen normaal behandel. ik groet ype af en toe en hij kijkt me aan en groet nooit terug. ik vind dat als iemand werkt met mensen sociaal moet zijn zoals zijn collega henk dat wel is.<br />dus ik vroeg Ype waarom hij tegen me praat<wbr />/schreeuwt zoals je dat doet tegen een hond? ben ik nbou een dier of een mens??<br />en als antwoord krijg ik van hem dat ik agressief ben dat terwijl hij juist agressief overkomt en ik alleen op een normale manier vraag hoe en wat.ik begrijp niet waarom hij zo doet.;ik wil graag dat de gemeente met hem gaat praten en hem duidelijk maakt dat ie zich sociaal en op een normale manier om moet gaan met mensen. <br />hij kan een voorbeeld nemen van zijn collega henk waarmee hij altijd samenwerkt.
Basisinformatie;Er was geen stromend (drink)water op het ADE feest Dockyard. Zowel niet om mijn handen te wassen, als om te drinken. Handen wassen vond ik het grootste  gebrek aangezien ik 'mijn periode' had en er ook risico's zijn betreft ziektes. Voor desinfectie creme moeat ik soms naar de ehbo aangezien dat vaak op was.;Een boete voor de organisatie en vergunnning niet meer verlenen.
Basisinformatie;Ik heb mijn fiets afgelopen zaterdag (zaterdag 1 november) om 17.00 in de fietsenstalling neergezet bij het Centraal Station, tegenover hotel IBIS. Mijn fiets stond keurig in een rek (dus niet met 2 fietsen op 1 plaats). Mijn fiets stond in de fietsflat (op de bon van fietsdepot staat: fietsflat vlak 1 tm 10). Ik wilde maandag 3 november om 15.00 mijn fiets weer ophalen, maar deze bleek weggeknipt te zijn. Vandaag ben ik afgereisd naar het fietsdepot om mijn fiets op te halen. Dit heeft mij ongeveer 3 uur gekost EN ik heb geen studentenreisproduct meer, dus ik heb hier gewoon voor moeten betalen. Bij het fietsdepot bleek dat beide ventielen van mijn fiets gehaald waren. Ik denk dat dit de reden is jullie mijn fiets hebben weggehaald. Maar horen jullie niet eerst een sticker op een 'fietswrak' te doen met de melding dat jullie hem uberhaupt weggaan halen? Ik heb mijn fiets keurig in het rek neergezet en jullie hadden geen recht om mijn fiets mee te nemen. <br />Framenummer: Y402561157<br />;Ik wil graag de 10 euro terug die ik betaald heb bij het fietsendepot en mijn reiskosten.
Basisinformatie;Ik had destijds met de heer Cohen een kontakt met mails. Nu wil ik het mailadres aan de burgermeester.<br />Mischien kan hij me nog helpen in een zeer serieuze <br />zaak waar instanties zich ook mee hebben bemoeid;Mij het email geven van de Burgermeester.
Basisinformatie;dat jullie de uitspraak van miljoenen nederlanders naast jullie neerleggen en gewoon een laffe houding aannemen en zwarte piet DE HELD VAN MILJOENEN NEDeRLANDERS latenverdwijnen;onze traditie eren en de helden van toen in het nu laten leven
Basisinformatie;MORA-0257426.Op deze klacht openbare orde is nog niet gereageerd, m.a.w. wij hebben het hele weekend met troep voor de deur gezeten.;Een beetje sneller reageren zoals vroeger met de rechtstreekse lijn naar de Reinigingspolitie.
Basisinformatie;Op 10 november 2014 om 16:00 kom ik bij mijn fiets, die ik, overigens keurig aan de zijkant, op de Dam heb geparkeerd. Ik wordt aangesproken door een medewerker van de gemeente Amsterdam, die mij kennelijk iets wil vragen (enquete?). De conversatie verloopt schokkend:<br />'Mevrouw, mag ik u wat vragen?'<br />'Sorry, ik heb op dit moment geen tijd.'(en ik zet mijn fiets van de standaard)<br />De medewerker grijpt mijn stuur vast.<br />Ik zeg: 'Zoudt u mijn stuur willen loslaten?'<br />De medewerker zegt direct: 'Volgende keer laat ik uw fiets verwijderen.'<br />Ik stap op mijn fiets en zeg:'Wat een vreemde opmerking, u heeft kennelijk een probleem met een behoefte aan macht?'<br />De medewerker roept mij na: 'Dat moet u thuis eens tegen uw vriend zeggen, die weet daar wel raad mee, dan zullen we eens zien wat er gebeurt.';De betreffende medewerker een passender functie aanbieden.
Basisinformatie;Klacht over de sinterklaas;zie het klachtenformulier
Basisinformatie;De hoeveelheid toerisme in Amsterdam is teveel. De toeristen gedragen zich als asociale mensen die hier enkel komen om te drinken en te blowen, of zelfs ook om harddrugs te gebruiken. Daarnaast bevuilen ze de straat door hun vuil op de grond te gooien of om op de stoep over te geven. Ze geven geluidsoverlast en denken dat alles kan in Amsterdam. <br />In het weekend, en doordeweeks in de middag, is Amsterdam niet meer Amsterdam. Het stikt van de toeristen. Daarnaast lopen de toeristen gewoon op straat in plaats van op de stoep en als je dan langs fietst wordt je bijna van je fiets gegooid door de toeristen.;Ik hoop dat de gemeente er iets mee gaat doen.
